,DBA,BORO,STREET,ZIPCODE
1557,"MAR, VINOS, LA BARRA, HELADOS, PASTELES, PASTELERIA",Manhattan,WEST   30 STREET,10001.0
17323,CICCI DI CARNE/ ELECTRIC PIZZA/ PLANT NATION,Manhattan,WEST   33 STREET,10001.0
1247,LE PAIN QUOTIDIEN,Manhattan,7 AVENUE,10001.0
27229,SID GOLD'S REQUEST ROOM,Manhattan,WEST   26 STREET,10001.0
102413,Anixi,Manhattan,8 AVENUE,10001.0
225785,KISSAKI,Manhattan,HUDSON YARDS,10001.0
4222,TIR NA NOG,Manhattan,WEST   31 STREET,10001.0
62526,HAV & MAR RESTAURANT,Manhattan,WEST   26 STREET,10001.0
30413,SIR JOHN'S NYC,Manhattan,WEST   33 STREET,10001.0
27254,STARBUCKS TAXI,Manhattan,WEST   34 STREET,10001.0
1458,MATCHAFUL,Manhattan,WEST   33 STREET,10001.0
17343,KUNG FU TEA,Manhattan,WEST   32 STREET,10001.0
11923,CAFE GRUMPY,Manhattan,WEST   31 STREET,10001.0
17781,K TOWN POHCA,Manhattan,WEST   32 STREET,10001.0
73047,PRET A MANGER,Manhattan,7 AVENUE,10001.0
53356,GUARDIAN LIFE,Manhattan,HUDSON YARDS,10001.0
1632,MISS KOREA,Manhattan,WEST   32 STREET,10001.0
41943,CHELSEA BELL,Manhattan,WEST   26 STREET,10001.0
5043,QUEENSYARD,Manhattan,WEST   33 STREET,10001.0
43167,STICK TO MY POT,Manhattan,WEST   35 STREET,10001.0
10305,JACK DOYLES PUB & RESTAURANT,Manhattan,WEST   35 STREET,10001.0
106937,DAILY PROVISIONS,Manhattan,WEST   31 STREET,10001.0
31138,FIVE SENSES,Manhattan,WEST   32 STREET,10001.0
120230,PIONEERS BAR & LOUNGE,Manhattan,WEST   29 STREET,10001.0
19997,GOURMET DELI,Manhattan,7 AVENUE,10001.0
119962,SWINGERS,Manhattan,WEST   29 STREET,10001.0
5017,DUAL TOWNE PLACE SUITES/SPRINGHILL SUITES,Manhattan,WEST   28 STREET,10001.0
366,Just Salad,Manhattan,WEST   34 STREET,10001.0
31137,GOSUKE,Manhattan,WEST   35 STREET,10001.0
16404,CANAAN SUSHI,Manhattan,WEST   29 STREET,10001.0
4973,NEW WONJO RESTAURANT,Manhattan,WEST   32 STREET,10001.0
19951,STELLA 34,Manhattan,WEST   34 STREET,10001.0
42720,K-TOWN BBQ,Manhattan,WEST   32 STREET,10001.0
356,LIBERTY BAGEL MIDTOWN,Manhattan,WEST   35 STREET,10001.0
11781,RICK'S CABARET,Manhattan,WEST   33 STREET,10001.0
18039,ULIVO,Manhattan,WEST   28 STREET,10001.0
184156,STANFORD HOTEL WEST WHISKEY BAR,Manhattan,WEST   32 STREET,10001.0
42660,MS. KIM'S,Manhattan,WEST   28 STREET,10001.0
352,DELI,Manhattan,AVENUE OF THE AMERICAS,10001.0
4949,SALT AND PEPPER RESTAURANT & CAFE,Manhattan,WEST   33 STREET,10001.0
4948,RITZ-CARLTON BANQUET FLOORS,Manhattan,W 28TH ST,10001.0
282,FRESH & CO,Manhattan,7 AVENUE,10001.0
119174,ELLAMIA/SOOM SOOM,Manhattan,WEST   33 STREET,10001.0
1397,SOMEWHERE NOWHERE,Manhattan,WEST   25 STREET,10001.0
16460,THE LOBBY AT ACE HOTEL,Manhattan,WEST   29 STREET,10001.0
8026,"L'AMICO, THE VINE",Manhattan,6 AVENUE,10001.0
3988,CIAO BELLA,Manhattan,7 AVENUE,10001.0
53111,LA CHILAQUERIA NEW YORK,Manhattan,WEST   28 STREET,10001.0
9772,L'OREAL CAFE (EMPLOYEE DINING),Manhattan,WEST   30 STREET,10001.0
28538,LEVY AT JAVIRS CENTER,Manhattan,WEST   34 STREET,10001.0
15893,99 CENTS FRESH PIZZA & DELI,Manhattan,6 AVENUE,10001.0
213227,HANCRAFT BURGERS  & BREW,Manhattan,SIXTH AVENUE,10001.0
1727,PERGOLA 36,Manhattan,WEST   28 STREET,10001.0
35862,CI SIAMO,Manhattan,WEST   31 STREET,10001.0
4038,BCD TOFU HOUSE,Manhattan,WEST   32 STREET,10001.0
20349,MARQUEE,Manhattan,10 AVENUE,10001.0
407,THE BLARNEY STONE PUB & RESTAURANT,Manhattan,8 AVENUE,10001.0
5169,TXIKITO,Manhattan,9 AVENUE,10001.0
43617,DUNKIN,Manhattan,WEST   31 STREET,10001.0
16083,OLD COUNTRY COFFEE,Manhattan,WEST   34 STREET,10001.0
95065,STRICTLY CYCLING COLLECTIVE,Manhattan,WEST   30 STREET,10001.0
5097,BONDI SUSHI,Manhattan,5 AVENUE,10001.0
1722,SUSHI 35 WEST,Manhattan,WEST   35 STREET,10001.0
398,BROKEN COCONUT,Manhattan,HUDSON YARDS,10001.0
59769,WAFELS & DINGES,Manhattan,W 35TH ST,10001.0
26743,THE ORCHARD TOWNHOUSE,Manhattan,10 AVENUE,10001.0
95768,CECCONI'S,Manhattan,BROADWAY,10001.0
11759,SCORES NEW YORK,Manhattan,WEST   28 STREET,10001.0
121042,COSMICO,Manhattan,WEST   27 STREET,10001.0
12394,MORGAN CAFE,Manhattan,9 AVENUE,10001.0
16201,ALIDORO,Manhattan,W 31ST ST,10001.0
3275,RAHMAN RESTAURANT,Manhattan,WEST   29 STREET,10001.0
18156,TRATTORIA BIANCA,Manhattan,8 AVENUE,10001.0
24944,ESTIATORIO MILOS,Manhattan,HUDSON YARDS,10001.0
39202,TICK TOCK DINER/ BUTCHER AND THE BANKER,Manhattan,8 AVENUE,10001.0
36167,CHA CHA MATCHA,Manhattan,BROADWAY,10001.0
1383,JUICE GENERATION,Manhattan,BROADWAY,10001.0
39372,UNCLE JACK'S STEAKHOUSE,Manhattan,9 AVENUE,10001.0
74330,DASHMART,Manhattan,WEST   25 STREET,10001.0
9744,VARIETY COFFEE ROASTERS,Manhattan,7 AVENUE,10001.0
16589,PIZZA SHOP,Manhattan,WEST   35 STREET,10001.0
10215,CASA DANI,Manhattan,WEST   33 STREET,10001.0
98156,GOTHAM NEWS,Manhattan,8 AVENUE,10001.0
18334,NILES RESTAURANT,Manhattan,7 AVENUE,10001.0
1686,BLUESTONE LANE,Manhattan,HUDSON YARDS,10001.0
169499,AI KI YA,Manhattan,WEST   33 STREET,10001.0
3439,MONARCH,Manhattan,6 AVENUE,10001.0
16662,GREGORY'S COFFEE,Manhattan,AVENUE OF THE AMERICAS,10001.0
53246,HUDSON YARDS CATERING LLC,Manhattan,HUDSON YARDS,10001.0
303,SEEYAMANANA,Manhattan,WEST   27 STREET,10001.0
12315,LA COLOMBE,Manhattan,WEST   27 STREET,10001.0
105991,Rooftop,Manhattan,BROADWAY,10001.0
9374,PATENT COFFEE,Manhattan,WEST   27 STREET,10001.0
28301,CHO DANG GOL,Manhattan,WEST   35 STREET,10001.0
62353,TOASTIELAND,Manhattan,SIXTH AVENUE,10001.0
117432,Thread Lobby Bar,Manhattan,WEST   35 STREET,10001.0
18389,HYO DONG GAK,Manhattan,WEST   35 STREET,10001.0
60325,JOHNY'S LUNCHEONETTE,Manhattan,WEST   25 STREET,10001.0
108884,BLACK FOX COFFEE,Manhattan,WEST   33 STREET,10001.0
24909,PATIALA GRILL,Manhattan,WEST   34 STREET,10001.0
62361,STARBUCKS COFFEE,Manhattan,7 AVENUE,10001.0
31039,VERSA,Manhattan,WEST   35 STREET,10001.0
4768,JACK STUDIOS,Manhattan,WEST   26 STREET,10001.0
10193,In Common Cafe,Manhattan,9 AVENUE,10001.0
24292,AJISEN RAMEN,Manhattan,WEST   28 STREET,10001.0
38785,FRESH AND FAST,Manhattan,WEST   34 STREET,10001.0
3977,ESS-A-BAGEL,Manhattan,WEST   32 STREET,10001.0
183628,EL POLLO VERDE/ CINDY LOU'S COOKIES/ MARKET BAR,Manhattan,WEST   33 STREET,10001.0
26875,SWAGAT INDIAN RESTAURANT,Manhattan,WEST   29 STREET,10001.0
3362,CHIPOTLE MEXICAN GRILL,Manhattan,7 AVENUE,10001.0
18025,SELINA CHELSEA NYC & LADY MARA,Manhattan,WEST   27 STREET,10001.0
4118,CAFE CINQ,Manhattan,PENN PLZ,10001.0
119000,CHORUS KARAOKE LOUNGE,Manhattan,WEST   32 STREET,10001.0
39465,NEW YORK PIZZA SUPREMA,Manhattan,8 AVENUE,10001.0
74222,IRVING FARM NEW YORK COFFEE,Manhattan,BROADWAY,10001.0
169479,ANYTIME BAR & BILLIARDS,Manhattan,WEST   30 STREET,10001.0
216982,FRIDA'S FAVORITES,Manhattan,SIXTH AVENUE,10001.0
11471,HOLIDAY INN EXPRESS - MANHATTAN,Manhattan,WEST   29 STREET,10001.0
3381,EARLY EDITION,Manhattan,BROADWAY,10001.0
42552,KAME,Manhattan,8 AVENUE,10001.0
181773,"COMPASS GROUP USA, INC.",Manhattan,WEST   34 STREET,10001.0
3407,FIFTYLAN,Manhattan,6 AVENUE,10001.0
4121,SLEEP NO MORE AT THE MCKITTRICK HOTEL,Manhattan,WEST   27 STREET,10001.0
42469,ANITA GELATO,Manhattan,BROADWAY,10001.0
71089,BLUE BOTTLE COFFEE,Manhattan,HUDSON YARDS,10001.0
16543,OVEST PIZZOTECA,Manhattan,WEST   27 STREET,10001.0
36482,STARBUCKS COFFE #55085,Manhattan,PENN PLZ,10001.0
97843,RONY'S FRESH PIZZA,Manhattan,7 AVENUE,10001.0
19781,SULLIVAN STREET BAKERY,Manhattan,9 AVENUE,10001.0
11804,RABBIT HOUSE,Manhattan,ESSEX STREET,10002.0
79003,PIG & BUTTER,Manhattan,LUDLOW STREET,10002.0
78547,ONCE MORE THAI,Manhattan,CLINTON STREET,10002.0
8001,LES ENFANTS DE BOHEME,Manhattan,HENRY STREET,10002.0
176799,CARLOTTA,Manhattan,ORCHARD ST,10002.0
32202,DIMES,Manhattan,DIVISION STREET,10002.0
178006,LE DIVE,Manhattan,CANAL STREET,10002.0
13237,TIPSY SHANGHAI,Manhattan,EAST BROADWAY,10002.0
6820,DAVELLE,Manhattan,SUFFOLK STREET,10002.0
23279,NEW MAY MAY KITCHEN,Manhattan,CLINTON STREET,10002.0
178972,HO WON ON FORSYTH,Manhattan,FORSYTH STREET,10002.0
13104,PARKSIDE LOUNGE,Manhattan,EAST HOUSTON STREET,10002.0
30500,UPSTAIRS BAR,Manhattan,CANAL STREET,10002.0
32615,HWA YUAN SZECHUAN,Manhattan,EAST BROADWAY,10002.0
8049,MANNA HOUSE BAKERY,Manhattan,EAST BROADWAY,10002.0
23294,NEW SUPER TASTE,Manhattan,ELDRIDGE STREET,10002.0
179429,Sami & Susu,Manhattan,ORCHARD STREET,10002.0
32268,LITTLE CANAL,Manhattan,CANAL STREET,10002.0
13177,WINGSTOP,Manhattan,DELANCEY STREET,10002.0
13356,LAZY SUNDAES,Manhattan,CLINTON STREET,10002.0
153797,ESSEX PEARL,Manhattan,DELANCEY STREET,10002.0
51077,K & S RAMEN,Manhattan,BROOME STREET,10002.0
78685,CONGEE DIMSUM HOUSE,Manhattan,BOWERY,10002.0
6866,Las Lap,Manhattan,ORCHARD STREET,10002.0
30341,LOWEREAST,Manhattan,ORCHARD STREET,10002.0
74787,DOMINOS PIZZA,Manhattan,STANTON STREET,10002.0
11970,BONNIE VEE,Manhattan,STANTON STREET,10002.0
31507,KUNG FU TEA,Manhattan,CHRYSTIE STREET,10002.0
7568,SQUARE PIZZA,Manhattan,CLINTON STREET,10002.0
7569,WILLIAMSBURG PIZZA,Manhattan,BROOME STREET,10002.0
75981,99 FAVOR TASTE,Manhattan,GRAND STREET,10002.0
12342,LA CONTENTA,Manhattan,NORFOLK STREET,10002.0
1836,LANZHOU RAMEN 107,Manhattan,EAST BROADWAY,10002.0
7580,KING BAKERY,Manhattan,EAST BROADWAY,10002.0
23814,LORELEY RESTAURANT,Manhattan,RIVINGTON STREET,10002.0
23807,FRENCH DINER,Manhattan,ORCHARD STREET,10002.0
163623,Tampico Tequila Bar,Manhattan,DELANCEY STREET,10002.0
7332,HAKKA CUISINE,Manhattan,DIVISION STREET,10002.0
7330,NOREE THAI BAZAAR,Manhattan,GRAND STREET,10002.0
31584,ALPHONSO'S PIZZERIA,Manhattan,GRAND STREET,10002.0
1862,THE GRANDADDY,Manhattan,GRAND STREET,10002.0
1663,RUMPUS ROOM,Manhattan,ELDRIDGE STREET,10002.0
73957,MOTHER DUCK,Manhattan,ORCHARD STREET,10002.0
76215,DOMINICAN CRAVINGS,Manhattan,ESSEX STREET,10002.0
52471,SONNYBOY,Manhattan,RIVINGTON STREET,10002.0
162827,Salon Sucre,Manhattan,DELANCEY STREET,10002.0
1692,FU ZHOU WEI ZONG WEI,Manhattan,EAST BROADWAY,10002.0
1810,CAFE GRUMPY,Manhattan,DELANCEY STREET,10002.0
74700,DON CEVICHE,Manhattan,ESSEX STREET,10002.0
7480,EL CASTILLO DE JAGUA REST,Manhattan,RIVINGTON STREET,10002.0
75126,COPPER AND OAK,Manhattan,ALLEN STREET,10002.0
31190,FREEMANS (FREEMANS ALLEY),Manhattan,CHRYSTIE STREET,10002.0
12470,PIG AND KHAO,Manhattan,CLINTON STREET,10002.0
168298,PAINT N POUR NYC,Manhattan,DELANCEY STREET,10002.0
12509,SCARR'S PIZZA,Manhattan,ORCHARD STREET,10002.0
1709,HOLY COW,Manhattan,CANAL STREET,10002.0
6786,HARPER'S BREAD HOUSE,Manhattan,GRAND STREET,10002.0
31163,PHO GRAND COUNTER,Manhattan,DELANCEY STREET,10002.0
75360,NURSE BETTIE,Manhattan,NORFOLK STREET,10002.0
52642,OLIVER COFFEE,Manhattan,EAST BROADWAY,10002.0
23935,Fulltank Moto Cafe,Manhattan,MONROE STREET,10002.0
52559,EL NUEVO AMANECER RESTAURANT,Manhattan,STANTON STREET,10002.0
24166,SANTO DOMINGO BAKERY,Manhattan,CLINTON STREET,10002.0
12567,MS. YOO,Manhattan,ALLEN STREET,10002.0
12574,UNA PIZZA,Manhattan,ORCHARD STREET,10002.0
1820,CLANDESTINO CAFE AND BAR,Manhattan,CANAL STREET,10002.0
169897,S. WAN CAFE,Manhattan,ELDRIDGE STREET,10002.0
12296,A-1 PIZZA SHOP,Manhattan,GRAND STREET,10002.0
76297,DOUGHNUT PLANT MARKETLINE,Manhattan,DELANCEY STREET,10002.0
23524,AZASU,Manhattan,CLINTON STREET,10002.0
73013,OMAR'S,Manhattan,BROOME STREET,10002.0
12826,99C PIZZA,Manhattan,EAST BROADWAY,10002.0
72987,MAMA DEMARCO-DI FARA INC,Manhattan,STANTON STREET,10002.0
12888,IZAKAYA JURAKU,Manhattan,LUDLOW STREET,10002.0
7834,SCOVILLE HOT CHICKEN,Manhattan,ORCHARD STREET,10002.0
158103,ORCHARD STREET RESTAURANT,Manhattan,ORCHARD STREET,10002.0
72499,SHOPSINS,Manhattan,ESSEX STREET,10002.0
32098,THE FLOWER SHOP,Manhattan,ELDRIDGE STREET,10002.0
12008,CHOCOLATE DIP,Manhattan,ORCHARD STREET,10002.0
7095,KALYE,Manhattan,BROOME STREET,10002.0
7872,COCORON,Manhattan,DELANCEY STREET,10002.0
30565,BACARO,Manhattan,DIVISION STREET,10002.0
54338,DOWNTOWN COFFEE HOUSE,Manhattan,JEFFERSON STREET,10002.0
2013,KONEKO,Manhattan,CLINTON STREET,10002.0
7900,99 CENTS FRESH SLICE PIZZA,Manhattan,STANTON STREET,10002.0
176235,SAM'S FRIED ICE CREAM,Manhattan,ORCHARD ST,10002.0
1952,MAKAVELY PIZZA,Manhattan,COLUMBIA STREET,10002.0
159165,Moonoh,Manhattan,CANAL STREET,10002.0
12760,KWIK KCUPS,Manhattan,ESSEX STREET,10002.0
73120,FRIEDMAN'S,Manhattan,GRAND STREET,10002.0
52198,HIGHLIGHT ROOM,Manhattan,BOWERY,10002.0
12208,ET AL.,Manhattan,CHRYSTIE STREET,10002.0
7694,THE BOWERY BALLROOM,Manhattan,DELANCEY STREET,10002.0
1894,SOFT SWERVE,Manhattan,ALLEN STREET,10002.0
12188,EL SOMBRERO,Manhattan,STANTON STREET,10002.0
7265,SWEET CHICK,Manhattan,LUDLOW STREET,10002.0
7263,WELCOME TO THE JOHNSON'S,Manhattan,RIVINGTON STREET,10002.0
171702,KAIKAGETSU NYC,Manhattan,ORCHARD STREET,10002.0
176485,PROJECT EATS,Manhattan,DELANCEY STREET,10002.0
7259,YI ZHANG FISHBALL,Manhattan,ELDRIDGE STREET,10002.0
73301,FACTORY TAMAL,Manhattan,LUDLOW STREET,10002.0
12730,ERNESTO'S,Manhattan,EAST BROADWAY,10002.0
31857,MACARON PARLOUR,Manhattan,HESTER STREET,10002.0
1927,PRETTY RICKY'S,Manhattan,RIVINGTON STREET,10002.0
7222,RIVINGTON PIZZA,Manhattan,RIVINGTON STREET,10002.0
1929,WU'S WONTON KING,Manhattan,EAST BROADWAY,10002.0
24501,BLUESTOCKINGS,Manhattan,SUFFOLK STREET,10002.0
1933,QUE CHEVERE,Manhattan,DELANCEY STREET,10002.0
30811,BEAUTY AND ESSEX,Manhattan,ESSEX STREET,10002.0
151825,SEROTONIN SMOOTHIE,Manhattan,LUDLOW STREET,10002.0
17395,INSOMNIA COOKIES,Manhattan,ORCHARD STREET,10002.0
22997,VAN LEEUWEN ICE CREAM,Manhattan,LUDLOW STREET,10002.0
97113,7 ELEPHANTS,Manhattan,EAST BROADWAY,10002.0
3350,FOOLS GOLD,Manhattan,EAST HOUSTON STREET,10002.0
97238,CAFE KATJA,Manhattan,ORCHARD STREET,10002.0
4935,NYC FALAFEL CO,Manhattan,ALLEN STREET,10002.0
16463,FOREVER TASTE RESTAURANT,Manhattan,RUTGERS STREET,10002.0
19915,STAR PIZZA,Manhattan,DELANCEY STREET,10002.0
42634,ESSEX SQUEEZE,Manhattan,ESSEX STREET,10002.0
118981,SUSHUMAI ASIAN FUSION,Manhattan,STANTON STREET,10002.0
16474,SLICE JOINT,Manhattan,DELANCEY STREET,10002.0
36382,MINUS CELSIUS ICE CREAM,Manhattan,GRAND STREET,10002.0
16522,SAIGON SOCIAL,Manhattan,ORCHARD STREET,10002.0
4848,"HOME SWEET HOME, FIG 19",Manhattan,CHRYSTIE STREET,10002.0
42132,CHEEKY SANDWICHES,Manhattan,ORCHARD STREET,10002.0
119308,LOWER EAST SIDE PIZZA,Manhattan,EAST BROADWAY,10002.0
98666,THERE,Manhattan,ORCHARD STREET,10002.0
4789,RUSS & DAUGHTERS CAFE,Manhattan,ORCHARD STREET,10002.0
4787,GOLDEN BOWL RESTAURANT,Manhattan,DIVISION STREET,10002.0
98948,SHORTY'S - CLINTON ST,Manhattan,CLINTON STREET,10002.0
16726,VERLAINE,Manhattan,RIVINGTON STREET,10002.0
19529,MOGE TEE,Manhattan,CANAL STREET,10002.0
4762,THE DELANCEY,Manhattan,DELANCEY STREET,10002.0
41923,DIXON PLACE,Manhattan,CHRYSTIE STREET,10002.0
41811,DIMES,Manhattan,CANAL STREET,10002.0
3530,JAJAJA PLANTAS MEXICANA,Manhattan,EAST BROADWAY,10002.0
16901,TOP HOPS BEER SHOP,Manhattan,ESSEX STREET,10002.0
19436,LING KEE BEEF JERKY,Manhattan,CANAL STREET,10002.0
99806,SAKAMAI,Manhattan,LUDLOW STREET,10002.0
4684,ALLEN HOTEL,Manhattan,ALLEN STREET,10002.0
36773,LENA NYC,Manhattan,ELDRIDGE STREET,10002.0
41479,MUGHLAI,Manhattan,CLINTON STREET,10002.0
3324,PIANOS,Manhattan,LUDLOW STREET,10002.0
20052,DUO TIAN BAKERY,Manhattan,ELDRIDGE STREET,10002.0
20716,JADIS RESTAURANT,Manhattan,RIVINGTON STREET,10002.0
3020,CONGEE VILLAGE,Manhattan,ALLEN STREET,10002.0
127436,KODAWARI,Manhattan,FORSYTH STREET,10002.0
5412,KABISERA,Manhattan,ALLEN STREET,10002.0
15596,CAROL'S BUN,Manhattan,EAST BROADWAY,10002.0
44376,LOCAL 138,Manhattan,ORCHARD STREET,10002.0
92336,MI SALSA KITCHEN,Manhattan,ALLEN STREET,10002.0
44311,SAUCE,Manhattan,RIVINGTON STREET,10002.0
125565,LUCKY GRAND BAKERY,Manhattan,GRAND STREET,10002.0
20595,EASTWOOD,Manhattan,CLINTON STREET,10002.0
20567,THE BOX,Manhattan,CHRYSTIE STREET,10002.0
35554,YUKI SUSHI,Manhattan,ALLEN STREET,10002.0
20550,Ost Cafe,Manhattan,GRAND STREET,10002.0
120284,The Mayfly,Manhattan,EAST HOUSTON STREET,10002.0
15832,MCDONALD'S,Manhattan,DELANCEY STREET,10002.0
20505,YUE LAI BAKERY,Manhattan,EAST BROADWAY,10002.0
35681,"GREY LADY, RISE COFFEE",Manhattan,DELANCEY STREET,10002.0
93366,THAT WITCH ALE YOU,Manhattan,MADISON STREET,10002.0
5215,DUNKIN DONUTS,Manhattan,GRAND STREET,10002.0
35748,SUBWAY,Manhattan,EAST BROADWAY,10002.0
93756,GRAND DELANCEY,Manhattan,DELANCEY STREET,10002.0
20370,TRAMEZZINI NYC,Manhattan,EAST HOUSTON STREET,10002.0
95578,HOTEL CHANTELLE,Manhattan,LUDLOW STREET,10002.0
36160,RAMEN ISHIDA,Manhattan,LUDLOW STREET,10002.0
95834,METROGRAPH,Manhattan,LUDLOW STREET,10002.0
5053,BLUE RIBBON SUSHI IZAKAYA,Manhattan,ORCHARD STREET,10002.0
16211,M & W BAKERY,Manhattan,EAST BROADWAY,10002.0
16226,PEASANT STOCK,Manhattan,ESSEX STREET,10002.0
124466,MEL THE BAKERY,Manhattan,LUDLOW STREET,10002.0
16972,BARE BURGER,Manhattan,ORCHARD STREET,10002.0
4658,WHIPPED URBAN DESSERT LAB,Manhattan,ORCHARD STREET,10002.0
3589,SONS OF ESSEX,Manhattan,ESSEX STREET,10002.0
3862,SENG SEAFOOD RESTAURANT,Manhattan,EAST BROADWAY,10002.0
17770,THE MERCURY LOUNGE,Manhattan,EAST HOUSTON STREET,10002.0
4238,169 BAR,Manhattan,EAST BROADWAY,10002.0
4237,BARRIO CHINO,Manhattan,BROOME STREET,10002.0
17777,POPEYES,Manhattan,CANAL STREET,10002.0
4230,AINSLIE BOWERY,Manhattan,BOWERY,10002.0
39791,SUBJECT,Manhattan,SUFFOLK STREET,10002.0
39777,STICKY RICE,Manhattan,ORCHARD STREET,10002.0
3894,BELOVED CAFE,Manhattan,ALLEN STREET,10002.0
17821,SUGAR SWEET SUNSHINE,Manhattan,ESSEX STREET,10002.0
18557,JOOR CHICKEN & FROZEN DESSERT,Manhattan,MADISON STREET,10002.0
105716,THE DANCER,Manhattan,CLINTON STREET,10002.0
18521,BAR BELLY,Manhattan,ORCHARD STREET,10002.0
38182,SHABU SHABU NAYUMON,Manhattan,DIVISION STREET,10002.0
18516,WILDAIR,Manhattan,ORCHARD ST,10002.0
18403,EL CASTILLO DE JAGUA II,Manhattan,GRAND STREET,10002.0
18391,MATSU NORI,Manhattan,ALLEN STREET,10002.0
108825,RONG CITY FISH BALL,Manhattan,ELDRIDGE STREET,10002.0
106117,GUGU SUSHI BAR,Manhattan,LUDLOW STREET,10002.0
3991,375 THRICE COOKED FRIES,Manhattan,LUDLOW STREET,10002.0
38792,THE MAGICIAN,Manhattan,RIVINGTON STREET,10002.0
38827,VIRGO,Manhattan,GRAND STREET,10002.0
39270,DILLER,Manhattan,GRAND STREET,10002.0
4077,THE BOWERY ROOFTOP,Manhattan,BOWERY,10002.0
107276,Sobak,Manhattan,CANAL STREET,10002.0
4063,ANPANMAN BAKERY CAFE,Manhattan,CANAL STREET,10002.0
18168,PEPPAS,Manhattan,STANTON STREET,10002.0
107383,EXCUSE MY FRENCH,Manhattan,ORCHARD STREET,10002.0
39598,GAZAB,Manhattan,ESSEX STREET,10002.0
105090,STONED,Manhattan,BROOME STREET,10002.0
4273,LES Oh K-Dog,Manhattan,LUDLOW STREET,10002.0
38131,DOUBLE CHICKEN PLEASE,Manhattan,ALLEN STREET,10002.0
41297,DOUZO,Manhattan,DELANCEY STREET,10002.0
19276,JUICE PRESS,Manhattan,RIVINGTON STREET,10002.0
41213,DIRTY FRENCH,Manhattan,LUDLOW STREET,10002.0
114193,SKIN CONTACT,Manhattan,ORCHARD STREET,10002.0
37413,BIRRIA L.E.S.,Manhattan,RIVINGTON STREET,10002.0
37447,EM STAR CAFE,Manhattan,DIVISION STREET,10002.0
113247,AUJLA'S INDIAN COFFEE HOUSE,Manhattan,HESTER STREET,10002.0
3714,ATTABOY COCKTAILS,Manhattan,ELDRIDGE STREET,10002.0
40780,JOEY BATS CAFE,Manhattan,ALLEN STREET,10002.0
17303,FORGTMENOT,Manhattan,DIVISION STREET,10002.0
112645,CAFE SKYE,Manhattan,CLINTON STREET,10002.0
4460,"CORNER BAR, LOBBY BAR",Manhattan,ORCHARD STREET,10002.0
112474,TEAVVA,Manhattan,STANTON STREET,10002.0
37791,KINGS KITCHEN,Manhattan,EAST BROADWAY,10002.0
40610,BEL-FRIES,Manhattan,LUDLOW STREET,10002.0
18956,HAPPY LAMB HOT POT,Manhattan,BOWERY,10002.0
17376,SIMPLE ELDRIDGE,Manhattan,ELDRIDGE STREET,10002.0
102636,CLOCK WORK,Manhattan,ESSEX STREET,10002.0
112012,LOSSIES,Manhattan,BOWERY,10002.0
9803,SUBWAY,Manhattan,GRAND STREET,10002.0
18911,Chick-in,Manhattan,ALLEN STREET,10002.0
37904,NOM WAH DELANCEY,Manhattan,DELANCEY STREET,10002.0
18846,OOH LA LA CAFE,Manhattan,CLINTON STREET,10002.0
40272,NEW SPICY VILLAGE,Manhattan,ELDRIDGE STREET,10002.0
103344,RACER,Manhattan,RIVINGTON STREET,10002.0
3827,PHO GRAND,Manhattan,GRAND STREET,10002.0
104211,TENEMENT,Manhattan,LUDLOW STREET,10002.0
104424,TAP NYC,Manhattan,DELANCEY STREET,10002.0
18752,DELIGHT WONG RESTAURANT,Manhattan,GRAND STREET,10002.0
44686,PETEE'S PIE,Manhattan,DELANCEY STREET,10002.0
6777,CAFE GRUMPY LES LLC,Manhattan,ESSEX STREET,10002.0
35349,CHEESE GRILLE,Manhattan,ALLEN STREET,10002.0
44745,MICHAELI BAKERY,Manhattan,DIVISION STREET,10002.0
2381,THE BOIL,Manhattan,CHRYSTIE STREET,10002.0
22291,KATRA,Manhattan,BOWERY,10002.0
6379,HEAVEN'S HOT BAGEL,Manhattan,EAST HOUSTON STREET,10002.0
2391,REMEDY DINER,Manhattan,EAST HOUSTON STREET,10002.0
22276,LITTLE WAYLA/WAYLA,Manhattan,FORSYTH STREET,10002.0
144645,BAR VELOCE,Manhattan,BOWERY,10002.0
22267,LUCKY STAR,Manhattan,DELANCEY STREET,10002.0
2405,TAVERNA DI BACCO,Manhattan,LUDLOW STREET,10002.0
48430,LAO JIE HOTPOT,Manhattan,BOWERY,10002.0
143707,Champion Pizza Plus,Manhattan,ESSEX STREET,10002.0
14023,YUMMY FUZHOU CUISINE,Manhattan,GRAND STREET,10002.0
2424,NEW RONG HANG RESTAURANT,Manhattan,ELDRIDGE STREET,10002.0
48331,SET L.E.S.,Manhattan,LUDLOW STREET,10002.0
13904,KARVOUNA MEZZE,Manhattan,BOWERY,10002.0
14072,THE RAGING SKILLET,Manhattan,EAST HOUSTON STREET,10002.0
2438,THE BURGARY,Manhattan,CLINTON STREET,10002.0
83747,CAVEAT,Manhattan,CLINTON STREET,10002.0
141144,SOUR MOUSE,Manhattan,DELANCEY STREET,10002.0
6229,FRESH WHITE SWAN BAKERY,Manhattan,EAST BROADWAY,10002.0
6225,COPPER THROAT,Manhattan,LUDLOW STREET,10002.0
48102,NEW HOMEMADE DUMPLING,Manhattan,ESSEX STREET,10002.0
83961,99C PIZZA,Manhattan,EAST HOUSTON STREET,10002.0
2486,HAPPY GARDEN PALACE,Manhattan,EAST BROADWAY,10002.0
