,the_geom,NAME
8883,POINT (-73.84249679164022 40.88789982341324),EDENWALD HOUSES BUILDING 2
9617,POINT (-73.84462210652717 40.88524705779498),EDENWALD HOUSES BUILDING 20
3969,POINT (-73.84555897772029 40.885371663789705),EDENWALD HOUSES BUILDING 21
9339,POINT (-73.84619411842478 40.88595194202681),EDENWALD HOUSES BUILDING 22
5666,POINT (-73.84659183272142 40.886414028951926),EDENWALD HOUSES BUILDING 23
11700,POINT (-73.8468209572113 40.886058775051545),EDENWALD HOUSES BUILDING 24
8655,POINT (-73.84733523155317 40.88651521489799),EDENWALD HOUSES BUILDING 25
2629,POINT (-73.84778491532563 40.885841534476135),EDENWALD HOUSES BUILDING 26
8569,POINT (-73.84708947226095 40.88552651334116),EDENWALD HOUSES BUILDING 27
8370,POINT (-73.84646259756151 40.88529184669102),EDENWALD HOUSES BUILDING 28
2151,POINT (-73.8459059899721 40.88487560419533),EDENWALD HOUSES BUILDING 29
5490,POINT (-73.84248081935051 40.887253104967826),EDENWALD HOUSES BUILDING 3
3915,POINT (-73.84525856059334 40.88467708456297),EDENWALD HOUSES BUILDING 30
9082,POINT (-73.84595184869033 40.884170621301514),EDENWALD HOUSES BUILDING 31
1819,POINT (-73.84669591409745 40.884537350839096),EDENWALD HOUSES BUILDING 32
7276,POINT (-73.84714289218766 40.88476566910835),EDENWALD HOUSES BUILDING 33
3782,POINT (-73.84774297594502 40.88499097294381),EDENWALD HOUSES BUILDING 34
2593,POINT (-73.8482561534844 40.88512307010622),EDENWALD HOUSES BUILDING 35
3358,POINT (-73.84869345268346 40.884467138842),EDENWALD HOUSES BUILDING 36
1741,POINT (-73.84780282752868 40.88423303412964),EDENWALD HOUSES BUILDING 37
10216,POINT (-73.84712688690371 40.88382148611555),EDENWALD HOUSES BUILDING 38
3248,POINT (-73.84651614622447 40.88355506180703),EDENWALD HOUSES BUILDING 39
8361,POINT (-73.84190606193268 40.88685674888448),EDENWALD HOUSES BUILDING 4
7147,POINT (-73.84604461411162 40.883322725778854),EDENWALD HOUSES BUILDING 40
6184,POINT (-73.84500224424221 40.88588484009875),EDENWALD HOUSES BUILDING 41
3143,POINT (-73.84491777734286 40.88672746407027),EDENWALD HOUSES BUILDING 42
3796,POINT (-73.84185061817776 40.88635465689797),EDENWALD HOUSES BUILDING 5
5349,POINT (-73.8425637951413 40.885986014296336),EDENWALD HOUSES BUILDING 6
8718,POINT (-73.84283247286591 40.88664468841606),EDENWALD HOUSES BUILDING 7
11804,POINT (-73.84328390291674 40.88696709740605),EDENWALD HOUSES BUILDING 8
8372,POINT (-73.84421541160957 40.88736354117276),EDENWALD HOUSES BUILDING 9
15329,POINT (-73.8408115711191 40.88882830614109),EDENWALD LIBRARY
12568,POINT (-73.84495718114101 40.88442045837997),EDENWALD PLAYGROUND
19469,POINT (-73.84516755579756 40.88408748456781),EDENWALD PLAYGROUND COMFORT STATION
13434,POINT (-73.84171876356088 40.7391067255226),EDERLE TERRACE CAFE FLUSHING MEADOWS CORONA PARK
13433,POINT (-73.84123816593304 40.74068278968582),EDERLE TERRACE COMFORT STATION
18791,POINT (-73.84216795858148 40.73932199455559),EDERLE TERRACE STORAGE
18257,POINT (-73.94213876840053 40.732366805461744),EDGE AUTO RENTAL
20547,POINT (-73.93787197248913 40.84007323622849),EDGE HOTEL
18766,POINT (-74.00021013499345 40.75382766304239),EDGE OBSERVATION DECK
10870,POINT (-73.94210419322326 40.826565467804734),EDGECOMB AVENUE GARDEN PARK SANCTUARY
8274,POINT (-73.92040224224681 40.88033223267652),EDGEHILL CHURCH OF SPUYTEN DUYVIL
19600,POINT (-73.77487508395032 40.59810646964645),EDGEMERE COALITION COMMUNITY GARDEN
2703,POINT (-73.77687723141425 40.59526081536691),EDGEMERE URBAN RENEWAL PARK
9959,POINT (-73.80970427861648 40.82340471391072),EDGEWATER PARK
17631,POINT (-74.07736924871782 40.626788460198725),EDGEWATER VILLAGE HALL
15207,POINT (-73.98646062949315 40.759735521721076),EDISON BALLROOM
9311,POINT (-73.98616002779592 40.75965236150591),EDISON HOTEL
2033,POINT (-73.98975819401576 40.60626108806454),EDITH AND CARL MARKS JEWISH COMMUNITY HOUSE OF BENSONHURST
1433,POINT (-74.1374801210788 40.640190245872425),EDKINS AUTO SALES & SALVAGE
20318,POINT (-73.97155907293566 40.68922175697805),EDMONDS PLAYGROUND
20293,POINT (-73.97135714451079 40.68919760119901),EDMONDS PLAYGROUND BASKETBALL COURTS
20294,POINT (-73.97172397608752 40.689236290081816),EDMONDS PLAYGROUND COMFORT STATION
19031,POINT (-73.98728107656449 40.70041160636835),EDMUND W GORDON BROOKLYN LABORATORY CHARTER SCHOOL
1577,POINT (-73.97604751193711 40.739784344949086),EDUCARE EARLY CHILDHOOD CENTER
3921,POINT (-73.98834441142212 40.714014940653755),EDUCATIONAL ALLIANCE MANNY CANTOR CENTER
1908,POINT (-73.94595331695452 40.670067122740456),EDUCATIONAL INSTITUTE OHOLEI TORAH
2347,POINT (-73.9668187973936 40.79733549103754),EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL
14012,POINT (-73.94284701764788 40.80982873344217),EDWARD BOWMAN PARK
10943,POINT (-73.93846922568179 40.67325378125743),EDWARD L CLEVELAND DAY CARE CENTER
14978,POINT (-74.08230736579716 40.62298175600389),EDWARD MARKHAM DAY CARE CENTER
9192,POINT (-73.95933721661568 40.62023035769595),EDWARD R MURROW HIGH SCHOOL
1392,POINT (-73.92947268772282 40.66913806802143),EFFIE BS EARLY CHILDHOOD
4793,POINT (-74.14460104716544 40.62510432004399),EGBERT TRIANGLE
12367,POINT (-74.13072222193888 40.579497440090115),EGER HEALTH CARE & REHABILITATION CENTER
6084,POINT (-73.96423920837877 40.76022397599737),EGYPT CONSULATE
3616,POINT (-73.97931833752983 40.75829265670321),EGYPT CONSULATE ECONOMIC & COMMERCIAL OFFICE
1655,POINT (-73.97084086210631 40.750774002589225),EGYPT MISSION TO UN
3510,POINT (-73.836913463268 40.71557094317308),EHRENREICH-AUSTIN PLAYGROUND
1264,POINT (-74.08113037819187 40.611796685294664),EIBS POND
15682,POINT (-74.08194341555516 40.610983934570676),EIBS POND PARK
2663,POINT (-73.82713511149109 40.707252995712714),EIGHT OAKS TRIANGLE
10174,POINT (-73.99657415385126 40.68140549255424),EILEEN DUGAN SENIOR CITIZENS CENTER
17084,POINT (-73.8450884124363 40.85093906855436),EINSTEIN COLLEGE BELFER CENTER
17081,POINT (-73.84663018913618 40.847994488113834),EINSTEIN COLLEGE BODY COMMUNITY GARDEN
1568,POINT (-73.84584228009098 40.850033112695684),EINSTEIN COLLEGE CHANIN INSTITUTE FOR CANCER RESEARCH
17092,POINT (-73.84447989011925 40.85262031530584),EINSTEIN COLLEGE EASTCHESTER ROAD RESIDENCE COMPLEX
17091,POINT (-73.844938925201 40.852277267349194),EINSTEIN COLLEGE FALK RECREATION CENTER
17082,POINT (-73.84587796036638 40.850489345824414),EINSTEIN COLLEGE FORCHEIMER BUILDING
17083,POINT (-73.84521905493907 40.850485485571774),EINSTEIN COLLEGE GOLDING BUILDING
17086,POINT (-73.84628883160175 40.84958965213543),EINSTEIN COLLEGE GRUSS MAGNETIC RESONANCE RESEARCH CENTER
17087,POINT (-73.84689098311242 40.84957341809249),EINSTEIN COLLEGE HAROLD AND MURIEL BLOCK BUILDING
17088,POINT (-73.84612248160784 40.849002963977306),EINSTEIN COLLEGE JACK D WEILER HOSPITAL
7121,POINT (-73.84669144734346 40.84957845923337),EINSTEIN COLLEGE LUBIN DINING HALL
17089,POINT (-73.8459276849953 40.85175837122228),EINSTEIN COLLEGE PRICE CENTER FOR GENETIC AND TRANSLATIONAL MEDICINE AND BLOCK RESEARCH PAVILION
17090,POINT (-73.84130772929669 40.85602063380788),EINSTEIN COLLEGE RHINELANDER RESIDENCE HALL
17085,POINT (-73.84550810498293 40.849894173126586),EINSTEIN COLLEGE ROBBINS AUDITORIUM
17093,POINT (-73.84638265357316 40.85275271409989),EINSTEIN COLLEGE VAN ETTEN BUILDING
17239,POINT (-73.82215869017014 40.864694911630366),EINSTEIN POST OFFICE
9885,POINT (-73.98715064079963 40.743218689788904),EL AL AIRLINES
19321,POINT (-73.93407395261134 40.796459840079905),EL BARRIO COMMUNITY GARDEN
11460,POINT (-73.90921796120445 40.82071680639643),EL BATEY BORINCANO GARDEN
2792,POINT (-73.89634290706076 40.84779967237362),EL BATEY DE DONA PROVI GARDEN
16671,POINT (-73.90557436621884 40.76359311611286),EL BER ISLAMIC SCHOOL
9678,POINT (-74.13129841717956 40.614226048524316),EL BETHEL ASSEMBLY GOD CHURCH
16015,POINT (-73.80029708847928 40.70642895806835),EL CAMINO INN HOMELESS SHELTER
1425,POINT (-73.91525474058393 40.609151616965725),EL CARIBE COUNTRY CLUB
1668,POINT (-73.96749838668278 40.78826771779075),EL DORADO CO-OP BUILDING
15641,POINT (-73.90571901572221 40.81370399729282),EL FLAMBOYAN GARDEN
18606,POINT (-73.94053279381231 40.799687974907975),EL GALLO COMMUNITY GARDEN
19731,POINT (-73.93069650326579 40.69957294926358),EL GARDEN
11220,POINT (-73.97916145604374 40.72240969752492),EL JARDIN DEL PARAISO PARK
13851,POINT (-73.9501923820195 40.82602199572586),EL MOROCCO
2122,POINT (-73.95140954791437 40.79336301736527),EL MUSEO DEL BARRIO
14483,POINT (-73.95956075256274 40.710926682688175),EL PUENTE @ S 4 ST
14294,POINT (-73.95557503721761 40.705676999138134),EL PUENTE ACADEMY FOR PEACE AND JUSTICE HIGH SCHOOL
2105,POINT (-73.98048892007169 40.74878330289563),EL SALVADOR MISSION TO UN & CONSULATE
2890,POINT (-73.93065204011305 40.68276831705793),EL SHABAZZ PLAYGROUND
5388,POINT (-73.97956417750166 40.72855365446619),EL SOL BRILLANTE JR GARDEN
9793,POINT (-73.85736416619137 40.63275748126935),ELDERS POINT MARSH
3560,POINT (-73.99347422923512 40.71474244945652),ELDRIDGE STREET MUSEUM
17923,POINT (-74.102081615326 40.6444375924249),ELEANOR PROSKE VISITORS CENTER
7493,POINT (-73.95332893627779 40.770251725241074),ELEANOR ROOSEVELT HIGH SCHOOL
12471,POINT (-73.93564018054278 40.692792876264896),ELEANOR ROOSEVELT PLAYGROUND
19212,POINT (-73.95633088532459 40.8008270569035),ELECTRIC LADYBUG GARDEN
20017,POINT (-73.80537586335628 40.73596460024076),ELECTRIC PLAYGROUND
19885,POINT (-73.80513890772032 40.73634391454209),ELECTRIC PLAYGROUND BASKETBALL COURT
19887,POINT (-73.80541308860835 40.73577255307021),ELECTRIC PLAYGROUND COMFORT STATION
19886,POINT (-73.80518404409835 40.736119073220344),ELECTRIC PLAYGROUND FIELD
9920,POINT (-73.90250009224414 40.67809444748809),ELECTRONIC MAINTENANCE SHOP MAN
14099,POINT (-73.90347925262184 40.85510268905532),ELEMENTARY SCHOOL FOR MATH SCIENCE AND TECHNOLOGY
18048,POINT (-73.94207277199764 40.8156560014579),ELEV8 CENTER
14452,POINT (-73.9606864919129 40.67453290499964),ELIJAH STROUD MIDDLE SCHOOL
4674,POINT (-74.12316913067153 40.615338373913865),ELIM CHRISTIAN ASSEMBLY
8408,POINT (-73.95858295262309 40.683393236321564),ELIM INTERNATIONAL FELLOWSHIP MADISON ST
16621,POINT (-73.93535279857014 40.651209077101335),ELIM SEVENTH DAY ADVENTIST CHURCH
18572,POINT (-73.98361021158078 40.77335249165423),ELINOR BUNIN MUNROE FILM CENTER
435,POINT (-73.90286204536011 40.713790591484276),ELIOT AVE OVR LIRR-MONTAUK DIV
429,POINT (-73.8847093087529 40.72245095219962),ELIOT AVENUE OVER CSX TRANSPORT
459,POINT (-73.86813288252662 40.7325548543878),ELIOT AVENUE OVER QUEENS BLVD
16680,POINT (-74.00477067601038 40.72693281188131),ELISABETH IRWIN HIGH SCHOOL
16543,POINT (-73.99716548151422 40.60143473783881),ELITE ACADEMY OF SCIENCE & TECHNOLOGY (EAST) HIGH SCHOOL
1749,POINT (-73.95081053402271 40.670301456340454),ELITE EARLY CHILDHOOD LEARNING CENTER
14504,POINT (-74.16457240766933 40.62044238597105),ELIZABETH A CONNELLY CAMPUS
11335,POINT (-74.18622426704017 40.64619069860778),ELIZABETH MARINA NORTH EAST LIGHT
4221,POINT (-74.186391736278 40.6460944811023),ELIZABETH MARINA SOUTH WEST LIGHT
8709,POINT (-74.19681400930524 40.641807548407726),ELIZABETH RIVER
2021,POINT (-73.94907684459295 40.782018008658966),ELIZABETH SETON PRE-SCHOOL
1055,POINT (-73.93112020733118 40.67969903651487),ELIZABETH STROUD PLAYGROUND
1825,POINT (-73.95192429638435 40.667074326473426),ELLA BAKER CHARLES ROMAIN CHILD DEVELOPMENT CENTER
12128,POINT (-73.95971771262282 40.7657033201107),ELLA BAKER SCHOOL
16021,POINT (-73.96717269169488 40.80505456604904),ELLINGTON HOTEL - SHELTER
12099,POINT (-74.00239927576415 40.74900207846656),ELLIOTT HOUSES
7852,POINT (-74.00206529521297 40.74970483271704),ELLIOTT HOUSES BUILDING 1
6263,POINT (-74.00265633817676 40.749119276280666),ELLIOTT HOUSES BUILDING 2
12188,POINT (-74.00210846282316 40.74893162752585),ELLIOTT HOUSES BUILDING 3
7185,POINT (-74.00104491303657 40.749275450422196),ELLIOTT HOUSES BUILDING 4
11266,POINT (-74.03975430846639 40.698830235180075),ELLIS ISLAND
19716,POINT (-74.03985646050141 40.698544748933834),ELLIS ISLAND FERRY LANDING
4974,POINT (-74.03341793556024 40.69432482259889),ELLIS ISLAND LIGHTED GONG BUOY 31
9091,POINT (-74.03949701764537 40.70004123633887),ELLIS ISLAND MUSEUM OF IMMIGRATION
6385,POINT (-74.03931819444469 40.699230313481515),ELLIS ISLAND NATIONAL MONUMENT
20520,POINT (-73.88137995193875 40.70109713867491),ELM COMMUNITY CHARTER SCHOOL
10332,POINT (-73.7643223352157 40.81837643076834),ELM POINT BUOY 2
10334,POINT (-73.76757786620809 40.81684459155692),ELM POINT BUOY 4
19118,POINT (-73.86352880030277 40.74141979546645),ELM TREE ELEMENTARY SCHOOL
16002,POINT (-73.86999703032455 40.76950060186033),ELM YORK ASSISTED LIVING
10461,POINT (-73.87061296246294 40.762450151513676),ELMCOR SENIOR CENTER EAST ELMHURST
6920,POINT (-73.86128608243114 40.75759903194707),ELMCOR YOUTH & ADULT ACTIVITIES CENTER
1487,POINT (-73.93832085174053 40.801604668351246),ELMENDORF REFORMED CHURCH
4902,POINT (-73.99711418113365 40.729529046557424),ELMER HOLMES BOBST LIBRARY NYU
2287,POINT (-73.88437327673148 40.74387354074164),ELMHURST A POST OFFICE
16073,POINT (-73.88796581458556 40.74543108657684),ELMHURST HOSPITAL HOPE PAVILION
17804,POINT (-73.88676640408825 40.74552195061084),ELMHURST HOSPITAL WOMENS PAVILION
2274,POINT (-73.89000943474507 40.7463192530298),ELMHURST JACKSON HEIGHTS SENIOR CENTER
15347,POINT (-73.87679414146592 40.738560694136794),ELMHURST LIBRARY
20425,POINT (-73.88512731512505 40.72989579803642),ELMHURST PARK
20424,POINT (-73.88529758274565 40.728904913131636),ELMHURST PARK COMFORT STATION
20423,POINT (-73.88495135682727 40.73015817007104),ELMHURST PARK PLAYGROUND
11991,POINT (-73.86462055396399 40.73518803136889),ELMHURST POST OFFICE
15642,POINT (-73.89015745909849 40.74515957327516),ELMJACK MALL
9312,POINT (-74.16666282103608 40.55261881347958),ELTINGVILLE LUTHERAN CHURCH
4557,POINT (-74.16277760764423 40.54482979378891),ELTINGVILLE POST OFFICE
20395,POINT (-74.17116383942214 40.56055380931483),ELTINGVILLE TRANSIT CENTER
1156,POINT (-73.88078295012208 40.66600373161451),ELTON PLAYGROUND
6861,POINT (-73.88191048416775 40.66864426127997),ELTON STREET BLOCK ASSOCIATION
10163,POINT (-73.9731855450291 40.75996048889668),ELYSEE HOTEL
8337,POINT (-73.9461999151164 40.80324863011034),EMANUEL AME CHURCH
4729,POINT (-73.93558604813471 40.79799099226134),EMANUEL BAPTIST CHURCH
3913,POINT (-73.95423452972746 40.805521659427825),EMANUEL CHURCH OF GOD IN CHRIST W 118 ST
18517,POINT (-73.98584017071197 40.75125531154705),EMBASSY SUITES HOTEL
14437,POINT (-73.93527422763198 40.68844928941362),EMBER CHARTER SCHOOL FOR MINDFUL EDUCATION INNOVATION & TRANSFORMATION
19056,POINT (-73.88817261696383 40.820171751087614),EMBLAZE ACADEMY CHARTER SCHOOL
11328,POINT (-73.80595096480057 40.7309358541822),EMERALD PLAYGROUND
5866,POINT (-73.76391087716647 40.89552384006115),EMERALD ROCK BUOY
9543,POINT (-73.98294541207504 40.736792814328105),EMERGENCY SERVICE UNIT 1
14148,POINT (-73.82709420552099 40.76231846621332),EMERGENCY SERVICE UNIT 10
10262,POINT (-73.956764968221 40.815007393092195),EMERGENCY SERVICE UNIT 2
7112,POINT (-73.8698113489214 40.82307247649945),EMERGENCY SERVICE UNIT 3
9175,POINT (-73.90259726198492 40.883575876250966),EMERGENCY SERVICE UNIT 4
5810,POINT (-74.10579567644051 40.573738849928546),EMERGENCY SERVICE UNIT 5
15414,POINT (-74.02240338603364 40.63882704845164),EMERGENCY SERVICE UNIT 6
9561,POINT (-73.8814935411034 40.671231449364484),EMERGENCY SERVICE UNIT 7
9127,POINT (-73.95101100060455 40.706365581138854),EMERGENCY SERVICE UNIT 8
2156,POINT (-73.77572036855169 40.679783334853404),EMERGENCY SERVICE UNIT 9
12963,POINT (-73.88355888948115 40.590916685982094),EMERGENCY SERVICE UNIT HEADQUARTERS BUILDING
11563,POINT (-73.92219730607948 40.869728397227625),EMERSON PLAYGROUND
17982,POINT (-74.18300448194351 40.60242097091936),EMIL BORG MEMORIAL SPORTS COMPLEX
16846,POINT (-73.9515717146522 40.792947989548566),EMILY N CAREY HARBOR SCHOOL
20350,POINT (-73.99427253286633 40.70372825357061),EMILY ROEBLING PLAZA
18786,POINT (-73.9470317397129 40.82557853439056),EMMA L BOWEN COMMUNITY SERVICE CENTER
13306,POINT (-73.99347387579665 40.716332922369624),EMMA LAZARUS HIGH SCHOOL
17315,POINT (-73.79916935078298 40.69577971356496),EMMANU-EL IN ZION TEMPLE GRACE
11479,POINT (-73.96518919724372 40.68849704922806),EMMANUEL BAPTIST CHURCH
6732,POINT (-73.86444534364709 40.88202854393322),EMMANUEL BAPTIST CHURCH
11507,POINT (-73.96529903595774 40.68848142745961),EMMANUEL DAY CARE KINDERGARTEN
9365,POINT (-73.94652901437482 40.587819953182766),EMMANUEL EPSICOPAL CHURCH
9301,POINT (-73.97769973905096 40.72307022539748),EMMANUEL PRESBYTERIAN CHURCH E 6 ST
9695,POINT (-73.98196088713429 40.72287857041865),EMMANUEL SPANISH BAPTIST CHURCH
6078,POINT (-73.94998122001634 40.80534548715326),EMMAUS HOUSE
14126,POINT (-73.8799650417082 40.83935403092337),EMOLIOR ACADEMY SCHOOL
2212,POINT (-73.98482830149088 40.694020352297876),EMPIRE BLUE CROSS BLUE SHIELD
10376,POINT (-73.83837082250008 40.65453675278013),EMPIRE BUFFET
17919,POINT (-73.99271889995447 40.70430781827962),EMPIRE FULTON FERRY BIOSWALE
13381,POINT (-73.99290659132441 40.70432645550013),EMPIRE FULTON FERRY LAWN
17920,POINT (-73.9930806087735 40.70408980199369),EMPIRE FULTON FERRY WET MEADOWS
8553,POINT (-73.9827051197553 40.771454378075944),EMPIRE HOTEL
962,POINT (-74.00078125730425 40.756158988178505),EMPIRE LINE
16957,POINT (-74.07624325158258 40.6442471102401),EMPIRE OUTLETS
3561,POINT (-73.92545773359225 40.7159668661891),EMPIRE SCRAP METAL
1855,POINT (-73.985322454067 40.74842927376084),EMPIRE STATE BUILDING
18716,POINT (-74.01023735077383 40.71251124753165),EMPLOYEE ASSISTANCE UNIT
18827,POINT (-73.90172829543319 40.84101295818885),EMS BRONX TACTICAL RESOURCE GROUP
16022,POINT (-73.91717092681932 40.82392158804951),EMS DIVISION 2 HQ
12260,POINT (-73.91784699471202 40.64257166761402),EMS DIVISION 3 HQ
16023,POINT (-74.12986005467857 40.59259627031361),EMS DIVISION 5 HQ
2272,POINT (-73.9867770079455 40.69348197844039),EMS HEADQUARTERS
10631,POINT (-73.98452113474956 40.69467086588782),EMS HQ
17765,POINT (-73.80387264191235 40.71644258461634),EMS QUEENS TACTICAL RESOURCE GROUP
7594,POINT (-73.90739046100917 40.734582610083166),EMS RADIO REPAIR
12396,POINT (-74.18623655122649 40.52273631123746),EMT CHRISTOPHER J PRESCOTT PLAYGROUND
3654,POINT (-73.99719646749585 40.74452657725766),EMUNATH ISRAEL CONGREGATION
12287,POINT (-73.98565241704414 40.761441779366855),ENCORE LUNCHEON CLUB
9458,POINT (-73.97487917101708 40.78362387931243),ENDICOTT BUILDING
13975,POINT (-73.93286129924032 40.75640032538686),ENERGY TECH HIGH SCHOOL
5782,POINT (-73.98437100501066 40.774430274939164),ENG 40 FDNY\W 66
8945,POINT (-73.99110673137348 40.748541883135324),ENGINE 1 LADDER 24
5774,POINT (-74.01254610170487 40.70992469537417),ENGINE 10 LADDER 10
3887,POINT (-73.99097331647174 40.7379998500014),ENGINE 14
9500,POINT (-74.23891977384517 40.51269225953555),ENGINE 151 LADDER 76
8977,POINT (-74.07768568496968 40.62502187868468),ENGINE 153 LADDER 77
2600,POINT (-74.08774941701314 40.63762881789108),ENGINE 155 LADDER 78
3940,POINT (-74.11667737344739 40.630985958906585),ENGINE 156
7624,POINT (-74.1353842900101 40.63620963890439),ENGINE 157 LADDER 80
1643,POINT (-74.16002962283075 40.63526801059978),ENGINE 158
6430,POINT (-74.10060903320932 40.59071037469053),ENGINE 159
12290,POINT (-73.97883133499857 40.741759646747866),ENGINE 16 LADDER 7
7241,POINT (-74.06986297805156 40.59676081920651),ENGINE 161 LADDER 81
6436,POINT (-74.13076213403107 40.615253875087944),ENGINE 163 LADDER 83
2055,POINT (-74.19604157871285 40.535353827499804),ENGINE 164 LADDER 84
5777,POINT (-74.12379415180826 40.5760258250445),ENGINE 165 LADDER 85
2365,POINT (-74.15807579764406 40.61426487079606),ENGINE 166 LADDER 86
6984,POINT (-74.17554682948148 40.55419958346435),ENGINE 167 LADDER 87
11624,POINT (-74.213148980774 40.55394831025555),ENGINE 168
4135,POINT (-73.99223780289893 40.700055594987305),ENGINE 205 LADDER 118
11711,POINT (-73.92819092680656 40.71527079170132),ENGINE 206
12552,POINT (-73.95663266865668 40.695584897281954),ENGINE 209
6420,POINT (-73.97395385097195 40.74872950296091),ENGINE 21
12629,POINT (-73.97295581363319 40.69280834105427),ENGINE 210
